Row,Author,Paper,Location,Country,Mult.country,Habitat type,Moment,Species English,Species scientific,Host taxonomic class,Sampling method,Hosts studied,Host infested,Infestation prevalence,Total ticks,Mean abundance,Stages,Larvae on hosts,Mean larval abundance,Host infested with larvae,Nymphs on hosts,Mean nymphal abundance,Host infested with nymphs,Adults on hosts,Mean adult abundance,Host infested with adults,"Any SD, SE or CI given",Note on confidence,Same animals AH/AF,Same reference,Multiple species,Notes,Birds,HD
0065,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,European robin,Erithacus rubecula,Bird,Scientific capturing,14,7,0.50,40,2.86,Yes,35,2.50,NA,5,0.36,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0066,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,23,6,0.26,24,1.04,Yes,21,0.91,NA,3,0.13,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0067,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Blue tit,Cyanistes caeruleus,Bird,Scientific capturing,2,1,0.50,9,4.50,Yes,9,4.50,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0068,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Coal tit,Periparus ater,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0069,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0070,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,9,2,0.22,2,0.22,Yes,1,0.11,NA,1,0.11,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0071,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common starling,Sturnus vulgaris,Bird,Scientific capturing,6,6,1.00,26,4.33,Yes,11,1.83,NA,15,2.50,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0072,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,6,1,0.17,2,0.33,Yes,2,0.33,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0073,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Garden warbler,Sylvia borin,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0074,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Whitethroat,Sylvia communis,Bird,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0075,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Common blackbird,Turdus merula,Bird,Scientific capturing,26,26,1.00,550,21.15,Yes,371,14.27,NA,179,6.88,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0076,"Biernat et al., (2016b)",012,Zielonka forest,Poland,No,Site 1: oak (Quercus sessilis) and Scots pine (Pinus silvestris). Site 2: Natural oakand pine forest stand (up to 200 years old) including also youngerhornbeams and beeches,May- July and Augustus-September 2006,Song thrush,Turdus philomelos,Bird,Scientific capturing,13,10,0.77,131,10.08,Yes,88,6.77,NA,43,3.31,NA,0,0.00,NA,No,NA,No,NA,No,,Non-migrating birds,No
0077,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Other bird species (unspecified),NA,Bird,Scientific capturing,68,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,Yes,,Migratory birds included,No
0078,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian reed warbler,Acrocephalus scirpaceus,Bird,Scientific capturing,5,1,0.20,1,0.20,Yes,0,0.00,NA,1,0.20,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0079,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,European robin,Erithacus rubecula,Bird,Scientific capturing,655,33,0.05,54,0.08,Yes,14,0.02,NA,40,0.06,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0080,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Collared flycatcher,Ficedula albicollis,Bird,Scientific capturing,2,1,0.50,1,0.50,Yes,0,0.00,NA,1,0.50,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0081,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Europaen pied flycatcher,Ficedula hypoleuca,Bird,Scientific capturing,22,1,0.05,1,0.05,Yes,0,0.00,NA,1,0.05,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0082,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Icterine warbler,Hippolais icterina,Bird,Scientific capturing,12,1,0.08,1,0.08,Yes,1,0.08,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0083,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Thrush nightingale,Luscinia luscinia,Bird,Scientific capturing,27,5,0.19,22,0.81,Yes,8,0.30,NA,14,0.52,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0084,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common redstart,Phoenicurus phoenicurus,Bird,Scientific capturing,76,7,0.09,28,0.37,Yes,11,0.14,NA,17,0.22,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0085,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Greenish warbler,Phylloscopus trochiloides,Bird,Scientific capturing,1,1,1.00,1,1.00,Yes,1,1.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0086,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,1025,3,0.00,4,0.00,Yes,4,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0087,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Dunnock,Prunella modularis,Bird,Scientific capturing,33,1,0.03,1,0.03,Yes,0,0.00,NA,1,0.03,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0088,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian bullfinch,Pyrrhula pyrrhula,Bird,Scientific capturing,27,2,0.07,2,0.07,Yes,0,0.00,NA,2,0.07,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0089,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Goldcrest,Regulus regulus,Bird,Scientific capturing,892,1,0.00,1,0.00,Yes,0,0.00,NA,1,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0090,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common starling,Sturnus vulgaris,Bird,Scientific capturing,10,1,0.10,1,0.10,Yes,0,0.00,NA,0,0.00,NA,1,0.10,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0091,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,26,3,0.12,3,0.12,Yes,1,0.04,NA,2,0.08,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0092,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Garden warbler,Sylvia borin,Bird,Scientific capturing,79,2,0.03,2,0.03,Yes,1,0.01,NA,1,0.01,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0093,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Whitethroat,Sylvia communis,Bird,Scientific capturing,29,1,0.03,1,0.03,Yes,1,0.03,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0094,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Common blackbird,Turdus merula,Bird,Scientific capturing,41,5,0.12,27,0.66,Yes,7,0.17,NA,19,0.46,NA,1,0.02,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0095,"Bjoersdorff et al., (2001)",013,East-coast of Öland,Sweden,No,NA,Spring & fall 1996,Song thrush,Turdus philomelos,Bird,Scientific capturing,24,4,0.17,14,0.58,Yes,2,0.08,NA,12,0.50,NA,0,0.00,NA,No,NA,AF,"Bjoersdorff et al., (2001) ",No,,Migratory birds included,No
0096,"Blanarova et al., (2014)",014,"?ermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,296,NA,NA,254,0.86,Yes,223,0.75,NA,31,0.10,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",No,,No birds,No
0097,"Blanarova et al., (2014)",014,"?ermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,239,NA,NA,274,1.15,Yes,266,1.11,NA,8,0.03,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",No,,No birds,No
0098,"Blanarova et al., (2014)",014,Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E); Rozhanovce (48°45'00''N; 21°21'00''E),Slovakia,No,Suburban deciduous forest and Game reserve,June & September in 2011 & 2012,Lesser white-toothed shrew,Crocidura suaveolens,Mammal,Scientific capturing,2,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",No,,No birds,No
0099,"Blanarova et al., (2014)",014,Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E),Slovakia,No,Suburban deciduous forest,June & September in 2011 & 2012,Harvest mouse,Micromys minutus,Mammal,Scientific capturing,1,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",No,,No birds,No
0100,"Blanarova et al., (2014)",014,?ermel’ (48°45'46.67''N; 21°8'8.17''E); Rozhanovce (48°45'00''N; 21°21'00''E),Slovakia,No,Sylvatic mixed forest and Game reserve,June & September in 2011 & 2012,Common vole,Microtus arvalis,Mammal,Scientific capturing,11,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",No,,No birds,No
0101,"Blanarova et al., (2014)",014,"?ermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,European pine vole,Microtus subterraneus,Mammal,Scientific capturing,7,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",No,,No birds,No
0102,"Blanarova et al., (2014)",014,"?ermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Bank vole,Myodes glareolus,Mammal,Scientific capturing,237,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,NA,NA,AH+AF,"Blanarova et al., (2014)",No,,No birds,No
0103,"Blanarova et al., (2014)",014,?ermel’ (48°45'46.67''N; 21°8'8.17''E),Slovakia,No,Sylvatic mixed forest,June & September in 2011 & 2012,Eurasian water shrew,Neomys fodiens,Mammal,Scientific capturing,2,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",No,,No birds,No
0104,"Blanarova et al., (2014)",014,"?ermel’ (48°45'46.67''N; 21°8'8.17''E), Hýl’ov (48°44'22.80''N; 21°4'18.90''E), Botanical garden Košice (48°44'6.84''N; 21°14'16.14''E) & Rozhanovce (48°45'00''N; 21°21'00''E)",Slovakia,No,"Sylvatic mixed forest (?ermel’ & Hýl’ov), Suburban deciduous forest (Botanical garden Košice) & Game reserve (Rozhanovce)",June & September in 2011 & 2012,Common shrew,Sorex araneus,Mammal,Scientific capturing,14,NA,NA,2,0.14,Yes,2,0.14,NA,0,0.00,NA,0,0.00,NA,No,NA,AH+AF,"Blanarova et al., (2014)",No,,No birds,No
0105,"Blanarova et al., (2014)",014,?ermel’ (48°45'46.67''N; 21°8'8.17''E); Rozhanovce (48°45'00''N; 21°21'00''E),Slovakia,No,Sylvatic mixed forest and Game reserve,June & September in 2011 & 2012,Eurasian pygmy shrew,Sorex minutus,Mammal,Scientific capturing,3,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,AH,"Blanarova et al., (2014)",No,,No birds,No
0106,"Bown et al., (2006)",016,"Kielder, Kielder Forest, Northumberland (55° 13N, 2° 33W); Kershope, Kielder Forest, Northumberland (55° 13N, 2° 33W); Redesdale, Kielder Forest, Northumberland (55° 13N, 2° 33W)",UK,No,Grassland with conifer plantation,August 2001,Field vole,Microtus agrestis,Mammal,Scientific capturing,163,20,0.12,172,1.06,Yes,158,0.97,20,13,0.08,6,1,0.01,1,Yes,95% Infection prevalence host: 3-12%,AH+AF,"Bown et al., (2006)",No,"Mean larvae/nymph/adult per rodent per month is given in figure, but for all rodent species combined",No birds,Yes
0107,"Bown et al., (2011)",017,"Kielder Forest, Northumberland, (55° 13'N, 2°33'W)",UK,No,"Clear cuts in conifer plantation, dominated by grasses (e.g., Deschampsia cespitosa Beauv.), rushes (e.g., Juncus effusus), and bryophytes.",March 2004 - January 2006 (not in December and February),Field vole,Microtus agrestis,Mammal,Scientific capturing,1505,NA,NA,856,NA,No,856,0.57,NA,NA,NA,NA,0,0.00,NA,No,NA,AH,"Bown et al., (2011)",No,"Mean larvae/nymph/adult per rodent per month is given in figure, but for all rodent species combined",No birds,No
0108,"Bown et al., (2011)",017,"Kielder Forest, Northumberland, (55° 13'N, 2°33'W)",UK,No,"Clear cuts in conifer plantation, dominated by grasses (e.g., Deschampsia cespitosa Beauv.), rushes (e.g., Juncus effusus), and bryophytes.",March 2004 - January 2006 (not in December and February),Common shrew,Sorex araneus,Mammal,Scientific capturing,647,NA,NA,779,1.20,Yes,765,1.18,NA,14,0.02,NA,0,0.00,NA,No,NA,AH,"Bown et al., (2011)",No,,No birds,Yes
0109,"Boyard et al., (2008)",018,"Dontreix (46.0° N, 2.5° E); Bussières (46.1° N, 2.6° E); Marcillat (46.1° N, 3.0° E) & Le Quartier (46.1° N, 2.7° E)",France,No,"Cattle pastures, hedgerows and woodlands",24th-29th of April; 5th-10th of June & 18th-3rd of September 2005,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,18,NA,NA,49,2.72,Yes,49,2.72,10,0,0.00,0,0,0.00,0,Yes,95% CI mean larval abundance: 1.22-6.06,No,NA,No,,No birds,Yes
0110,"Boyard et al., (2008)",018,"Dontreix (46.0° N, 2.5° E); Bussières (46.1° N, 2.6° E); Marcillat (46.1° N, 3.0° E) & Le Quartier (46.1° N, 2.7° E)",France,No,"Cattle pastures, hedgerows and woodlands",24th-29th of April; 5th-10th of June & 18th-3rd of September 2005,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,42,NA,NA,237,5.64,Yes,226,5.38,28,11,0.26,2,0,0.00,0,Yes,95% CI mean larval abundance: 3.16-9.17 & 95% CI mean nymphal abundance: 0.02-2.75,No,NA,No,,No birds,Yes
0111,"Boyard et al., (2008)",018,"Dontreix (46.0° N, 2.5° E); Bussières (46.1° N, 2.6° E); Marcillat (46.1° N, 3.0° E) & Le Quartier (46.1° N, 2.7° E)",France,No,"Cattle pastures, hedgerows and woodlands",24th-29th of April; 5th-10th of June & 18th-3rd of September 2005,Greater white-toothed shrew,Crocidura russula,Mammal,Scientific capturing,12,NA,NA,10,0.83,Yes,10,0.83,5,0,0.00,0,0,0.00,0,Yes,95% CI mean larval abundance: 0.34-2.03,No,NA,No,,No birds,Yes
0112,"Boyard et al., (2008)",018,"Dontreix (46.0° N, 2.5° E); Bussières (46.1° N, 2.6° E); Marcillat (46.1° N, 3.0° E) & Le Quartier (46.1° N, 2.7° E)",France,No,"Cattle pastures, hedgerows and woodlands",24th-29th of April; 5th-10th of June & 18th-3rd of September 2005,Common vole,Microtus arvalis,Mammal,Scientific capturing,26,NA,NA,42,1.62,Yes,39,1.50,12,3,0.12,2,0,0.00,0,Yes,95% CI mean larval abundance: 0.73-3.10 & 95% CI mean nymphal abundance: 0.02-0.56,No,NA,No,,No birds,Yes
0113,"Boyard et al., (2008)",018,"Dontreix (46.0° N, 2.5° E); Bussières (46.1° N, 2.6° E); Marcillat (46.1° N, 3.0° E) & Le Quartier (46.1° N, 2.7° E)",France,No,"Cattle pastures, hedgerows and woodlands",24th-29th of April; 5th-10th of June & 18th-3rd of September 2005,Bank vole,Myodes glareolus,Mammal,Scientific capturing,79,NA,NA,59,0.74,Yes,58,0.73,33,1,0.01,1,0,0.00,0,Yes,95% CI mean larval abundance: 0.51-1.05 & 95% CI mean nymphal abundance: 0.00-0.09,No,NA,No,,No birds,Yes
